gene,log2FC,pvalue,mean_cancer,mean_normal,FDR
AIMP2,0.15643118583259863,0.012200473833258013,9.347553485143711,9.191122299311113,0.027263096132917605
AIP,0.4525243571592821,4.452503621229633e-07,7.634868405359282,7.1823440482,1.9632546319856234e-06
AIPL1,-0.010462882236327964,0.19375821958305145,2.376596302497006,2.387059184733334,0.30472835194255
AIRE,-0.012039226186693952,0.7390492259827139,3.005725641568862,3.017764867755556,0.8228441017267395
AJ011981,0.1927601814259492,1.3775481843185555e-09,2.6983444963592818,2.5055843149333326,8.309101725111381e-09
AJ420595,-0.36169433811949414,0.034425746321852344,5.210704970191617,5.572399308311111,0.06939745161620983
AJ606316,-0.00304947267890876,0.6505140609769475,2.4119507676766467,2.4150002403555555,0.7546690758929253
AJAP1,0.6960111697515634,2.9221977612495924e-09,2.9237953553293416,2.2277841855777782,1.6899766394045584e-08
AJUBA,1.2158133888958087,4.380498905531233e-12,9.732046116095809,8.5162327272,3.656541953978643e-11
AK000798,-0.029729826061077436,0.6072938846320959,2.5756122485389223,2.6053420746,0.7211752779562128
AK021537,0.41524438521969387,5.210874754784603e-09,2.983246598041916,2.568002212822222,2.910762070055462e-08
AK021804,-0.4809543598542918,0.005084129872137122,5.938557476479041,6.419511836333333,0.012253754500631764
AK021933,0.0008919354268797086,0.94396391451958,2.6944247594491015,2.693532824022222,0.9658656604795172
AK021977,0.15415663927225598,0.28436218325910523,6.9325025305389225,6.7783458912666665,0.41425289891558276
AK022030,-0.12775799578895608,0.002345076737087923,7.958348150922156,8.086106146711112,0.006004404179115004
AK022793,-9.128214770415255e-05,0.9829196398514448,2.002283671185629,2.0023749533333333,0.98900651266739
AK023627,-0.002749833452560413,0.978095591946976,3.4141949995029948,3.416944832955555,0.986254994127477
AK024119,0.020275899483965798,0.2756128021364188,2.2369855492395208,2.216709649755555,0.4044913991585159
AK024134,0.011790535300465699,0.8385321010790245,3.957463814544911,3.945673279244445,0.8951436790317773
AK024242,0.030873901993878405,0.22335796304532285,3.167210450838323,3.1363365488444446,0.34213230196672606
AK024936,-0.030388855014237492,0.3126165733209283,2.7902607423413177,2.820649597355555,0.4449836504655244
AK025117,0.4060855092030611,2.5861868272407883e-05,4.615698204580839,4.2096126953777775,8.979052292453602e-05
AK025288,0.7866171722702626,6.053022523251147e-07,7.253522262203593,6.466905089933331,2.626458473961431e-06
AK025975,0.17003513867837716,3.7385850688076134e-06,2.708445525700599,2.5384103870222217,1.4619522538765714e-05
AK026714,-0.46995036124777023,1.205843491144748e-05,8.537868891107783,9.007819252355553,4.398867837594361e-05
AK026905,0.6390811173799071,5.688012798382482e-18,3.511763611491018,2.872682494111111,9.822017571848391e-17
AK054708,0.0003682190715896816,0.9568585490263234,2.5357244227604787,2.535356203688889,0.9739711540938819
AK054988,-0.008671185297139505,0.7433878781280121,3.162366582347305,3.1710377676444446,0.8259865312533468
AK055055,-0.0031542186952755458,0.4431334607832872,2.136957423526946,2.1401116422222217,0.5759429033702778
AK055458,-0.005983082004524576,0.6304663923225361,2.451289606706587,2.4572726887111114,0.7395426653163025
AK055910,0.21083082580785106,0.12882843675573,6.33725471818563,6.126423892377779,0.2174865072656314
AK055981,-1.4940964300078514,1.5095329899353914e-11,4.752740717814372,6.246837147822223,1.171577842934931e-10
AK056098,0.0866549763958755,0.0013136395001340563,2.158076856173653,2.0714218797777777,0.0035206831162079423
AK056982,-0.11025124378536244,0.38157864218599535,3.2677231271257487,3.377974370911111,0.517241503241636
AK057259,0.0004432166192955833,0.9094496669851939,2.407396597574851,2.406953380955555,0.94282774719625
AK057554,-0.006521166675048651,0.8812455454788001,3.5791671791916175,3.585688345866666,0.9248545351802417
AK057657,-0.21839748068875586,0.0004615215308433401,9.816832410155689,10.035229890844445,0.0013299260233873577
AK057978,-0.19448932578589595,0.005317091755128168,6.0619595525029935,6.256448878288889,0.012782591889475066
AK074476,-0.03417867238429828,0.316154574658553,2.3715980803712573,2.4057767527555556,0.44906982047353444
AK090844,-0.13097516262594944,0.05501414533274485,6.629325987640717,6.760301150266667,0.10484121649285376
AK091028,-0.015453474012108614,0.5323079889449363,2.5792520278323354,2.594705501844444,0.6569505791606959
AK091729,0.008537666866401228,0.6788093923016979,2.474034264688623,2.465496597822222,0.7759759628210267
AK093205,-0.010005516916565593,0.7602634582329164,3.1250068606167667,3.1350123775333323,0.8387091573948471
AK093256,-0.00458333963486357,0.49438147172657276,2.2271925072095806,2.231775846844444,0.6223287892332738
AK093301,0.02929431381969394,0.3743584571136762,3.2965291710419162,3.2672348572222223,0.5100227163725682
AK093356,0.05309917833559563,0.41042272638556654,2.8743689436467066,2.821269765311111,0.5459760854432283
AK093362,0.32553430745681977,1.6981482021013496e-05,2.637887813479042,2.3123535060222222,6.0689832652419366e-05
AK093370,0.0011710043225550137,0.8146615478067618,2.2724566293892217,2.2712856250666666,0.8782254152760417
AK094644,-0.09162250207318623,0.1762786769789882,3.0211278113712576,3.112750313444444,0.2821840152017946
AK094733,-0.00515422205282734,0.7206565729321174,2.6414739321916167,2.646628154244444,0.8086225486090356
AK096159,-0.04408725098656108,0.21305947214973114,2.5284658417245507,2.5725530927111118,0.32948974131705633
AK096335,-0.0017924471077845894,0.9058682853883104,2.197267640892216,2.1990600880000004,0.9407346754577225
AK096592,-0.1383816309522281,0.2637279160183064,5.8541410438922155,5.992522674844444,0.3907080237308243
AK096803,0.01734047656047899,0.8399191063261587,4.481751524760479,4.4644110482,0.8961850653067077
AK097119,0.1586481640263484,0.03801255040914337,4.171768764826347,4.013120600799999,0.07586594150045362
AK097242,0.0072504045970718245,0.4398451753955228,2.83884226557485,2.8315918609777784,0.5724818028926312
AK097370,-0.019403410494876816,0.0668473949758439,2.4035165629940116,2.4229199734888884,0.12432680840898297
AK097453,-0.21924781383406566,0.014614751086015785,3.0553049111437125,3.274552724977778,0.032118480919031904
AK097836,-0.0021287481216241133,0.5796109308688495,2.1090549347005982,2.1111836828222224,0.6977612106429254
AK098263,-0.056417910728810305,0.22742146460155163,3.525184303293413,3.5816022140222232,0.3471018017532854
AK1,-0.26923388604883414,0.07048736775925779,8.041018208862276,8.31025209491111,0.13005007453687753
AK123826,-0.03471422687638048,0.5197147084174141,2.9501075246347304,2.984821751511111,0.6460432754857348
AK125860,-0.007218832879440473,0.1572394608914797,1.8359442880538925,1.843163120933333,0.25726822548605943
AK126278,0.040440067062808005,0.6330263659208992,6.83666441648503,6.796224349422222,0.7416099975560766
AK128734,0.0703179436011987,0.01937841725428166,2.6532821584011983,2.5829642147999996,0.04147597631225111
AK130486,-0.0957203819773782,0.012984900183867835,2.429797819467066,2.525518201444444,0.02883293053250156
AK131021,-0.00409856093932115,0.2865379261762301,2.058221566994012,2.062320127933333,0.4168089357818135
AK2,0.1142572644697264,0.0575385983252817,9.432520810580836,9.31826354611111,0.10910683985433825
AK291611,0.002128134530406278,0.8525312408348995,2.5097540405748506,2.5076259060444444,0.905356917628336
AK3,-0.7126141359627418,5.807629420711688e-22,10.695391287592816,11.408005423555558,1.69921433690388e-20
AK311120,0.022353554117231944,0.2499055883969865,2.967901433161676,2.9455478790444443,0.3738775793135154
AK4,0.19757422221689858,0.21550322739716724,8.884036421772455,8.686462199555557,0.3325945256557967
AK5,0.01581043903353274,0.7407342686514266,2.471545560233533,2.4557351212,0.8243591646843056
AK6,0.04078713212508589,0.48739342053158374,9.397710573347307,9.356923441222222,0.6159722415909542
AK7,-0.015342525664670426,0.32877287447526493,2.3690365243353293,2.3843790499999997,0.4624852977555525
AK8,0.025167408036460337,0.6318711646807156,3.6651576816586826,3.6399902736222223,0.7407497180865282
AK9,-0.9741094316049241,4.33601810791906e-11,3.6963051092395207,4.670414540844445,3.1524656596500826e-10
AKAP1,-0.6581401394634732,2.082021504484554e-08,8.101848771736528,8.7599889112,1.0824051811544329e-07
AKAP10,-0.17377342446467114,0.09114611532374244,6.809207776335329,6.9829812008,0.16234027079302718
AKAP11,-0.12047616884537682,0.058572765193346976,8.48196494491018,8.602441113755557,0.1108107216490639
AKAP12,-0.9509248583839005,1.6757027410235842e-08,7.061233246838323,8.012158105222223,8.828017203458348e-08
AKAP13,-0.0240983877889569,0.6880363874504198,9.778954100922155,9.803052488711112,0.7826698011228211
AKAP14,0.006317501722953978,0.8119649494332364,3.0538348058562876,3.0475173041333337,0.8763984382523196
AKAP17A,-0.09566389261956054,0.186628237323097,8.981786382113773,9.077450274733334,0.29571011564767724
AKAP2,0.32578246365229546,0.023730128991778742,9.28195716718563,8.956174703533334,0.049733933437015446
AKAP3,0.003797966215834947,0.5014306429626397,1.922321260526946,1.918523294311111,0.6290565364066891
AKAP4,0.020255736581371142,0.1772398542751807,2.866669976203593,2.846414239622222,0.2834450175310082
AKAP5,0.1212109659595475,0.015922196336868186,4.1381329526706585,4.016921986711111,0.03471506119568745
AKAP6,-0.019029544766733242,0.23000840003195944,2.4324932689221557,2.451522813688889,0.3499296623931931
AKAP7,-0.6644880878122441,4.046621295399403e-09,6.305077650676646,6.96956573848889,2.298006831440515e-08
AKAP8,-0.06759353846413862,0.19053273938311366,7.314551467958083,7.382145006422221,0.3007927328424509
AKAP8L,0.4712025821547572,1.299156598584602e-07,6.898363181065868,6.427160598911111,6.106142764095253e-07
AKAP9,-0.7808912435089823,3.2366472413860697e-28,8.696461230491018,9.477352474,2.1844981971360847e-26
AKIP1,-1.1381570217563555,4.804991037413355e-10,6.771206538065869,7.909363559822224,3.0649064660166593e-09
AKIRIN1,0.7269606581622092,3.352724741711474e-13,8.45361950378443,7.726658845622222,3.2670503445638216e-12
AKIRIN2,0.6078276263761824,4.25544796144336e-09,8.423215939131737,7.815388312755554,2.406442149229463e-08
AKNA,0.6426322789256158,0.021476957840411846,5.367962562970059,4.7253302840444436,0.04552040716893219
AKNAD1,0.09198584973559543,0.0033185938510352556,3.109941786646707,3.0179559369111115,0.008273883329158401
AKR1A1,-0.8513248802248867,5.083592668336542e-17,9.901958800886227,10.753283681111114,7.8167070061518875e-16
AKR1B1,1.0727144530423187,1.9870808472057303e-12,9.047488469508984,7.974774016466665,1.747287078557537e-11
AKR1B10,1.0851057618484337,0.0017691020263354326,10.378111171670657,9.293005409822223,0.004633362449926133
AKR1C1,0.2935933068162324,0.20487571723795645,11.233101904994012,10.93950859817778,0.3188380091419156
AKR1C2,0.42984371071922745,0.09789661893756539,10.397629039497005,9.967785328777778,0.17243068832113134
AKR1C3,0.5748594384715915,0.021459341506196484,9.314112571760479,8.739253133288887,0.04549571290416749
AKR1C4,0.027838638798403537,0.15558014979629925,3.148207091131737,3.1203684523333335,0.254936176132588
AKR1C6P,-0.020909671766333737,0.2624724365712975,2.3899736283892214,2.410883300155555,0.38912520888688434
AKR1D1,0.007223448759415163,0.4987163872462489,2.6154844215149704,2.6082609727555552,0.6264414460715989
AKR1E2,0.04361146035316121,0.37182883826160795,3.024947349197605,2.981335888844444,0.5075503712314289
AKR7A2,-0.2202961584361951,0.0018824487666906366,8.535831983652693,8.756128142088889,0.0049049570415535555
AKR7A3,-0.055638138552096095,0.3658373488388683,6.001757444047904,6.0573955826,0.5015193853465133
AKT1,0.3307964726385908,5.276922851365399e-06,7.819886702149701,7.489090229511111,2.0136089866451024e-05
AKT1S1,0.31267175731150854,0.0018697217341340955,6.8940744754670655,6.581402718155557,0.004874570792728818
AKT2,-0.1276850611027296,0.07036644362722332,6.292362942808382,6.420048003911112,0.12988436287545818
AKT3,0.31501866854544236,0.0006075737381820472,7.272369202167664,6.957350533622222,0.0017223748147200148
AKTIP,-0.9179903514924828,1.823351386945394e-23,7.642720843796408,8.56071119528889,6.538915318700723e-22
AL022341.3,-0.06975946855489079,0.08894529250139366,2.8529791887784426,2.9227386573333334,0.1588596562877087
AL022344.5,0.017699660831270947,0.3380648311224683,2.782985257586826,2.765285596755555,0.4723617304477603
AL109706,-0.004343365989088799,0.7946942349996302,3.019383617766467,3.0237269837555556,0.8642332856500565
AL110181,-0.4928780097969394,1.1288731081880843e-05,2.120356665580838,2.6132346753777775,4.129935515724875e-05
AL132709.8,0.18223979328130246,0.455288006810175,3.848808595125748,3.6665688018444453,0.5865422069716669
AL133493.2,0.13899099252268732,0.005611606050075163,3.17549948554491,3.0365084930222226,0.013424670266177302
AL590762.11,0.04695103254278088,0.25430740046302425,3.495929620053892,3.448978587511111,0.3792070726403802
AL831948,0.001998952664803877,0.7448958724521384,2.1333352998203594,2.1313363471555555,0.8272201893755727
AL832163,0.001201096157683601,0.9508174229879442,3.1159235804910175,3.114722484333334,0.9702824422623506
AL832615,-0.021573249544910578,0.48124076810507477,2.4964539144550897,2.5180271640000003,0.6106587973070884
AL832909,0.13423443325083095,0.11063006995007305,5.553382006473053,5.419147573222222,0.19135288784832716
AL833181,-1.4709457061878917,1.6026052858557807e-12,6.436367178167664,7.907312884355556,1.4306519290043021e-11
AL928742.12,-0.0006000190644050996,0.9015818400170295,2.0553560326467064,2.0559560517111115,0.9377303618324226
AL928768.3,-0.2575552040065192,0.3907707786083676,5.448095760371258,5.705650964377777,0.5266440133450816
ALAD,-1.084904378161676,5.722594382341315e-18,7.374656746838324,8.459561125,9.866839447473195e-17
ALAS1,-0.5598860872903533,1.095092812710106e-11,8.233473123287425,8.793359210577778,8.66980053799558e-11
ALAS2,0.0006430016489682444,0.9073530937157992,2.397856089293413,2.397213087644445,0.9416355415347887
ALB,0.004851660883832487,0.8631456981504778,3.0725108910838324,3.0676592302,0.9121835368906667
ALCAM,-0.050205911518695245,0.7183056687413272,9.507316590125749,9.557522501644444,0.8068552064805128
ALDH16A1,0.41298079044723757,7.978284880104999e-06,6.603156655269461,6.190175864822224,2.9739843280678133e-05
ALDH18A1,0.05131122075103001,0.5077025194465699,9.272256300706585,9.220945079955555,0.6345962827966202
ALDH1A1,-3.031995092590818,6.436642597661353e-20,6.7165101687425155,9.748505261333333,1.4381873304149585e-18
ALDH1A2,-0.03164382041091196,0.05254788928181854,2.3621684792335325,2.3938122996444444,0.10080453649434126
ALDH1A3,-1.4992512668807736,3.199509080928961e-16,7.969317660497006,9.46856892737778,4.51881282541078e-15
ALDH1B1,0.1507528210622766,0.0010059988448843165,4.023825544862277,3.8730727238,0.002743742230415206
ALDH1L1,-1.1513990476876925,3.066470839408435e-08,4.175177430401197,5.32657647808889,1.561906785522373e-07
ALDH1L1-AS2,0.008661979863206604,0.5858647486709999,2.122219180952096,2.1135572010888892,0.7036897185990066
ALDH1L2,1.4787884955791082,1.9162046012817274e-08,6.480715988556887,5.001927492977779,9.998349208056083e-08
ALDH2,-0.8663541308536242,1.2028446431913492e-23,10.000807888257485,10.86716201911111,4.44605580552796e-22
ALDH3A1,-3.5392167095353306,1.1154028688348981e-23,7.9164214496646705,11.455638159200001,4.1429249413867643e-22
ALDH3A2,-1.42441566112495,7.001730767920621e-15,9.593115220808382,11.017530881933332,8.330712426938316e-14
ALDH3B1,-0.03674504120824906,0.5246994215780934,5.170972611347306,5.207717652555555,0.650085166280759
ALDH3B2,-1.1901833490745162,9.130412593534902e-07,8.455633757814372,9.645817106888888,3.862866866495535e-06
ALDH4A1,-0.18023098413027228,0.21169204792004911,4.750677756580839,4.930908740711112,0.32770731098854694
ALDH5A1,-1.020783792430871,7.334835192368468e-07,5.101971015880239,6.12275480831111,3.1509768907508555e-06
ALDH6A1,-1.474357348485694,2.237595158032827e-19,6.616249850736527,8.090607199222221,4.6626755205638515e-18
ALDH7A1,-0.7698788564332641,4.552022370557768e-11,8.698718342077845,9.468597198511109,3.295894678429169e-10
ALDH8A1,0.11595038176726602,0.03398965540228034,3.1006504127005994,2.9847000309333334,0.06860297420643738
ALDH9A1,-1.4625619597218886,2.663056879107328e-24,9.755824575389221,11.21838653511111,1.0765148656179445e-22
ALDOA,-0.21488178574584182,0.0033577587188715024,13.205129867365267,13.420011653111109,0.008365148027850607
ALDOAP2,0.028650702383234083,0.17174444445787007,3.251655188383234,3.223004486,0.27612345507666836
ALDOB,-0.015255084097804517,0.5464765002633685,3.3024850065688622,3.3177400906666668,0.6694893085256945
ALDOC,-0.22457457714677354,0.053641932352107236,6.487742583275448,6.712317160422222,0.10255932248819366
ALG1,0.3202349423992006,5.143492903738755e-06,6.663186565065868,6.342951622666668,1.964331791646515e-05
ALG10,-0.2646741004860935,0.005058130010126025,5.689242471269461,5.953916571755554,0.012200085877259483
ALG11,-0.16046467655369323,0.006958626711430909,7.624356310179641,7.784820986733334,0.016351379188409076
ALG12,-0.0018129193582172576,0.9764878310530104,5.620362345886227,5.6221752652444446,0.9856951639100836
ALG13,-0.04640720353719452,0.5452398758671142,8.662393941485028,8.708801145022223,0.6682963711276355
ALG14,-0.3121556923647386,0.00046201978672970393,7.8265998372574845,8.138755529622223,0.0013311941468801946
ALG2,0.535728218758484,5.720160507918994e-12,9.38512300142515,8.849394782666666,4.70612270482512e-11
ALG3,0.6766887074560204,4.791936667186793e-17,8.15316498554491,7.47647627808889,7.403072987524229e-16
ALG5,0.1162964584381907,0.12227995044267155,9.259495859682634,9.143199401244443,0.2079040845751895
ALG6,-0.017092925018095784,0.819151228008083,7.641847506826347,7.658940431844443,0.8812384848986712
ALG8,0.1886678973684628,0.015278745796963695,7.567984328101796,7.379316430733334,0.03345561334429412
ALG9,-0.5488058255363972,5.013411563354055e-12,6.624581014419161,7.173386839955558,4.153036081446082e-11
ALK,-0.07172479473732496,0.05542795059577836,3.000775472329341,3.072500267066666,0.10550678116733851
ALKBH1,0.15889577924830167,0.00017793261657998518,7.815605227514969,7.6567094482666676,0.0005463094830045707
ALKBH2,0.25588391206560157,8.722117640279943e-07,5.871488884754491,5.61560497268889,3.7005538832267675e-06
ALKBH3,-0.2554254125285409,2.4377168838450572e-05,7.244589254604792,7.500014667133333,8.502280838776663e-05
ALKBH3-AS1,-0.02500648380532322,0.20340286535966762,2.7148083977724546,2.739814881577778,0.31699867580063995
ALKBH4,0.14849831358496157,0.02382999716678379,4.599658000407184,4.451159686822223,0.04991580474009092
ALKBH5,0.43699534268835905,9.512359937835714e-09,8.464301112377246,8.027305769688887,5.147653627665117e-08
ALKBH6,0.6033573247568871,1.9963429102388654e-14,7.369873392556888,6.7665160678000005,2.2533954507284284e-13
ALKBH7,-1.070630804349035,3.515201617877992e-18,8.187019238628745,9.25765004297778,6.239551048646117e-17
ALKBH8,-0.041855921368196825,0.6458315090150204,6.104588879209581,6.146444800577778,0.7513410752155217
ALLC,-0.03644608048702569,0.06745985743027519,2.4404585261796408,2.4769046066666665,0.12536399756373426
ALMS1,0.01145125062474861,0.8747553667673426,8.342508953958083,8.331057703333334,0.9203293691836483
ALMS1-IT1,0.1814205169025942,4.866212139712944e-06,2.952365058035928,2.7709445411333338,1.8655987559757397e-05
ALMS1P,0.03451792519108432,0.002736657866976212,2.375280370568862,2.3407624453777776,0.006934846826494156
ALOX12,-3.0835726035612785,1.2143518909119924e-15,5.2241392013053884,8.307711804866667,1.600482215672027e-14
ALOX12B,1.6111220598922156,4.5259271737202376e-06,5.120860406892215,3.509738347,1.7468490845937757e-05
ALOX12P2,0.13430413250286088,0.0019235094731524965,2.4898038363473054,2.3554997038444445,0.005002261507811903
ALOX15,0.07103852379813702,0.15252535895236444,2.8115052988203595,2.7404667750222225,0.25077823090844065
ALOX15B,0.7157134572872921,0.002116355061741543,3.8340440131317366,3.1183305558444445,0.0054582961093245725
ALOX5,-0.1294197425256165,0.39960241831876486,8.150198550029941,8.279618292555558,0.536053790150355
ALOX5AP,0.5448420021236196,0.002039063416019056,8.58158577963473,8.036743777511111,0.005275188936964721
ALOXE3,0.9032486122506977,2.1547305423160874e-11,3.337243945317365,2.433995333066667,1.636250740398011e-10
ALPI,-0.002803596299401079,0.5325430619813837,2.2469936687005987,2.2497972649999998,0.6571662168231356
ALPK1,0.026367384977111996,0.6697507297259677,5.219187960221556,5.192820575244444,0.7695423440029198
ALPK2,0.6710602111499666,0.01499458782207841,4.267277594461078,3.596217383311111,0.03289320895198025
ALPK3,-0.20519464481743244,0.3317927637166995,2.5550457436047904,2.760240388422223,0.465588373740453
ALPL,0.260645854219161,0.00028929526735717943,3.717318384419161,3.4566725302,0.0008602905792997486
ALPP,0.009129217709248127,0.7873674911634376,2.449152306820359,2.440023089111111,0.8586324864315071
ALPPL2,0.018133815719227897,0.5331468240055244,2.562231301497006,2.5440974857777783,0.6576311031994393
ALS2,0.4528267912319377,2.5203445857352684e-07,6.3753282833652705,5.922501492133333,1.1462731328091192e-06
ALS2CL,-1.498453088894344,1.7813942771824456e-15,6.201722311616766,7.70017540051111,2.293657910069463e-14
ALS2CR11,0.03489745496846286,0.38192834200825454,3.459152371101796,3.424254916133333,0.5175928724248572
ALS2CR12,0.07341744873639389,0.003698402156540319,2.9298377655808383,2.8564203168444444,0.009141130100641945
ALX1,0.09602100012122472,0.02510482885648522,2.175315582832336,2.0792945827111113,0.052279829274267935
ALX3,-0.024843092085029994,0.4045461979284052,2.20049127851497,2.2253343706,0.5405604747183268
ALX4,-0.002659219731604434,0.7994946105362554,2.0681794810239515,2.070838700755556,0.8677762281135106
ALYREF,0.5991295644552252,1.045789893805091e-06,9.45083477561078,8.851705211155554,4.389593243489356e-06
AMACR,-0.921782363573521,1.0158528636297908e-07,5.0849343879820355,6.006716751555556,4.832164972941707e-07
AMBN,0.011849714919094811,0.42065217817639733,2.3599256963413175,2.3480759814222227,0.5551434410034014
AMBP,-0.005281533253759907,0.302226293029549,2.340458728101796,2.345740261355556,0.43378317448818027
AMBRA1,0.011261961819295507,0.8348979658758744,6.997640050574851,6.986378088755555,0.8927783548485805
AMD1,-0.37077053956527095,2.787972290807291e-10,9.93737436963473,10.308144909200001,1.8335385459520213e-09
AMDHD1,0.5465958056970064,2.3198180017914275e-06,2.972401659497006,2.4258058537999996,9.333116912429728e-06
AMDHD2,-0.04025172737737881,0.6179297642309871,2.977935242467066,3.018186969844445,0.7297529165688543
AMELX,-0.0025987957085829017,0.8562068039820401,2.9587912729580834,2.9613900686666663,0.9075332009223144
AMELY,0.01569542877724528,0.5449266528102952,2.4821587233772453,2.4664632946,0.667948238310273
AMER1,0.0469236489379905,0.029210441993727635,2.7666579964491014,2.719734347511111,0.05988127522771152
AMER2,-0.07296162161184228,0.10333400740531082,3.134543383143713,3.2075050047555553,0.18068587868945574
AMER3,-0.0025674950235532457,0.6405378228904042,2.3554843984431137,2.358051893466667,0.7472529611817016
AMFR,-0.6558067925249524,2.2424615959253123e-10,6.300006093808381,6.955812886333334,1.4914977126386962e-09
AMH,0.058305843938922575,0.0016881036477118616,2.4103005895389225,2.3519947456,0.00443951855858016
AMHR2,-0.002667960491816279,0.3377746988705035,1.8516777225748502,1.8543456830666665,0.47202946071345303
AMICA1,0.5522199325638057,0.006291436678124119,6.661579568652694,6.109359636088889,0.014927726972464984
AMIGO1,-0.16103309800439014,0.022671960132875875,3.2440465448622757,3.405079642866666,0.04776120503086272
AMIGO2,1.4088659379059232,6.048469573513833e-19,8.807594978928144,7.398729041022221,1.1919809116451033e-17
AMIGO3,-0.5804090230729217,6.628964775109144e-11,7.0179676816826335,7.598376704755555,4.705886256732771e-10
AMMECR1,0.1067659449217544,0.35246297367257073,8.866832956455088,8.760067011533334,0.4879901367074618
AMMECR1L,0.4584965962284784,6.848873259122732e-20,8.592669606317367,8.134173010088888,1.5213807783371662e-18
AMN,-0.004440963239121132,0.9303614675763108,4.658084534227545,4.662525497466667,0.9574482279977908
AMN1,-0.2424076445578165,0.014361289919060856,3.965765816353294,4.2081734609111106,0.03159691670150545
AMOT,-0.013599096963273105,0.059828688406759416,2.48791631297006,2.501515409933333,0.11283780946032013
AMOTL1,-0.353255040101665,0.0010427548733195281,8.697597736053892,9.050852776155557,0.0028392516365049153
AMOTL2,-0.9345217750817039,7.572829157080604e-12,8.710538004407185,9.64505977948889,6.148556817388368e-11
AMPD1,-1.8368601796888897,3.4820970942221284e-06,2.970613978,4.8074741576888895,1.366785981690078e-05
AMPD2,0.4141758410027938,1.0042894729665232e-13,6.45212675426946,6.037950913266666,1.0416202693324593e-12
AMPD3,0.883172100600266,3.7711598600772714e-08,7.792064388311377,6.908892287711111,1.9009503767034144e-07
AMPH,0.3548965825209578,1.0934590314409742e-06,2.4448388405209576,2.0899422579999998,4.578759633852395e-06
AMT,-0.6657106698850299,3.831008257459981e-05,4.3411765295149705,5.0068871994,0.0001300110782122284
AMZ1,0.07925671281117763,0.11954629977749417,3.4527593820778444,3.3735026692666668,0.20409038493576084
AMZ2,0.23998282651510472,1.6911166910262338e-06,9.894386810670659,9.654403984155554,6.927976703792342e-06
AMZ2P1,0.05017626624444382,0.46083123788669333,6.467408445000001,6.417232178755557,0.5918173957592918
ANAPC1,-0.36045966565668675,3.955930795206904e-05,7.111733107676646,7.472192773333333,0.0001339723158589905
ANAPC10,0.3966666729659343,2.3524049624443455e-07,7.946398745143712,7.549732072177778,1.073454837270176e-06
ANAPC11,-0.09118080895409619,0.05004335624654679,10.667601445712572,10.758782254666668,0.09655860945530363
ANAPC13,0.24244415964324695,6.506948096305698e-05,10.291005439598804,10.048561279955557,0.0002139988104692746
ANAPC15,-0.4436229213224232,2.973595831618463e-07,6.796207867766467,7.23983078908889,1.341401274200127e-06
ANAPC16,-0.43723866734796957,7.090082508271919e-14,10.413637366874253,10.850876034222223,7.451588782235255e-13
ANAPC2,0.025603390187225905,0.7832238605137776,5.7933327840538915,5.767729393866666,0.8559743687416338
ANAPC4,-0.25598836809554015,2.0914882738398796e-05,8.64756539421557,8.90355376231111,7.355249263058169e-05
ANAPC5,0.043450507820359974,0.1959036283401191,10.82738424982036,10.783933742,0.3075317335452436
ANAPC7,-0.308123475118963,3.9199208284089676e-07,8.342766642814372,8.650890117933335,1.7425255207693254e-06
ANG,-1.189043856247772,4.119056484317277e-07,4.461995394107784,5.651039250355556,1.824666260623026e-06
ANGEL1,0.21992243631244257,1.5491718418764504e-06,6.150429375556887,5.930506939244444,6.373862927914617e-06
ANGEL2,-0.367796276792415,6.473749530240641e-08,7.151102044874251,7.518898321666666,3.163592252283338e-07
ANGPT1,0.35139604862235574,0.004431482595283638,4.250658817155689,3.8992627685333336,0.01080826370110752
ANGPT2,1.6917788416003985,2.700205416118896e-28,6.233336121467065,4.541557279866667,1.838711307166677e-26
ANGPT4,-0.028468728040718982,0.13081086886065002,2.3317110113592814,2.3601797394000004,0.22045909542808428
ANGPTL1,-2.8245992280629393,1.1736405926447674e-22,4.078034912359281,6.9026341404222205,3.734756155731889e-21
ANGPTL2,1.236462616591882,1.4018326195283269e-12,7.945297575502994,6.708834958911112,1.2612634815103468e-11
ANGPTL3,0.019380754706586956,0.4356193959369681,3.0043103887065867,2.9849296339999998,0.5684044356451571
ANGPTL4,0.8268739399270801,2.7471954604124225e-07,5.311393066682635,4.484519126755555,1.2441771998067346e-06
ANGPTL6,-0.015347390306587272,0.6404710991578286,2.357592860293413,2.3729402506,0.7472529611817016
ANGPTL7,0.012605511077578235,0.6963813313392819,2.273162468766467,2.260556957688889,0.7888506218953744
ANHX,0.10466918985934814,0.0011189168538176372,3.804131807437126,3.699462617577778,0.0030339911845635864
ANK1,-0.14162090334810395,0.10928776835412321,3.6882544147185627,3.8298753180666667,0.18950391359926785
ANK2,-2.2468018829333314,2.102342763038042e-21,4.614732579000001,6.861534461933332,5.733206486091824e-20
ANK3,-0.36457278501077717,0.002490830403526838,9.761919406389223,10.1264921914,0.00635059055412236
ANKAR,0.01705203997511795,0.41780672404729513,3.3637429998862283,3.3466909599111103,0.5524171343762726
ANKDD1A,-0.4134340137990682,0.0010744903526993643,4.25645607208982,4.6698900858888885,0.002920448951028921
ANKEF1,0.4089796609269474,0.00035406436440039237,5.670459132526947,5.2614794715999995,0.001038855175363039
